imdb_id,title,rec1,rec2,rec3,rec4,rec5,rec6
tt4399590,First Born,Jumanji,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt6088634,The Third Party,The Golden Boys,Two Can Play That Game,Crazy Beautiful You,With This Ring,A Cinderella Christmas,My Big Fat Greek Wedding 2
tt4555594,How Sarah Got Her Wings,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4622018,Swept Under,Zodiac,The Seamstress,The Contract,In the Valley of Elah,Horsemen,Faces in the Crowd
tt3567194,Red Dog: True Blue,unINDIAN,Last Cab to Darwin,The Matriarch,This Christmas,My Dog Skip,Strangerland
tt5807628,The Last Dragonslayer,Invisible Sister,All She Wishes,Chitty Chitty Bang Bang,Shrek Forever After,G-Force,Son of the Mask
tt4779036,Don't Blink: Robert Frank,Joe's Violin,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,25-Apr,Southern Rites,Very Semi-Serious
tt3910814,All We Had,Ithaca,Our Kind of Traitor,Sherrybaby,The Joy Luck Club,The Adderall Diaries,The Dressmaker
tt5602318,Garfunkel and Oates: Trying to be Special,Tig Notaro: Boyish Girl Interrupted,Tom Segura: Mostly Stories,Tony Hinchcliffe: One Shot,Theo Von: No Offense,Lisa Lampanelli: Back to the Drawing Board,Dave Chappelle: The Age of Spin
tt3458118,Blood on the Mountain,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5154288,Prevenge,Black Mountain Poets,The Kiss,He Never Died,Lace Crater,The Matriarch,Blood Moon
tt3457486,Closer to God,Morgan,Decoys,Man Vs.,Frost,The Phoenix Incident,The Diabolical
tt4792648,Lace Crater,Come Down Molly,The Matriarch,Buddies,All She Wishes,The Stand,The Kiss
tt4875844,The 24 Hour War,Winning: The Racing Life of Paul Newman,Steve McQueen: The Man & Le Mans,Steve McQueen: The Man & Le Mans,Can We Take a Joke?,McLaren,Road Hard
tt5709506,Wizard Mode,Blackout,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Son of God,Abraham,Tom of Finland
tt4229298,The Unspoken,Lost Signal,The Charnel House,Besetment,Crazy As Hell,02:13,The Tall Man
tt5493706,Death Race 2050,Death Race 2,The Wraith,Turkey Shoot,Iron Sky,Lazer Team,Lazer Team
tt3519772,Burn Country,The Ghost and the Whale,Zaytoun,5 Days of War,The Crush,In Enemy Hands,Mad City
tt6217368,"Dana Carvey: Straight White Male, 60",Deon Cole: Cole-Blooded Seminar,Kyle Kinane: Loose in Chicago,"Dana Carvey: Straight White Male, 60",Chris Hardwick: Funcomfortable,Paul F. Tompkins: Crying and Driving,Vir Das: Abroad Understanding
tt5651050,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,Sherrybaby,Joe's Violin,Mamma Mia!,Girl in Progress,All We Had,Helicopter Mom
tt3305308,Trespass Against Us,We Own the Night,Felicity: An American Girl Adventure,Edge of Winter,Gangster Squad,10th & Wolf,Kiss of Death
tt4737992,The Perfect Physique,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5432114,Claire in Motion,Joe's Violin,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank,25-Apr,Southern Rites
tt5955482,Hitler's Olympics,The Lost Arcade,The Last Man on the Moon,Boom Bust Boom,Streit's: Matzo and the American Dream,Underfire: The Untold Story of Pfc. Tony Vaccaro,Being Evel
tt5787384,Past Life,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5740806,Coin Heist,Allegiant,Flipped,Eragon,Fallen,Nerve,Divergent
tt6185074,A Cinderella Christmas,The Golden Boys,Two Can Play That Game,With This Ring,My Big Fat Greek Wedding 2,The Ugly Truth,Mr. Right
tt4578118,Rupture,Black Road,Morgan,Predestination,The Black Hole,Air,Devil's Gate
tt4714568,The Young Offenders,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5670394,Wedding Bells,Crown for Christmas,Valentine Ever After,The Wedding March,Dater's Handbook,A Wish for Christmas,'Tis the Season for Love
tt5605328,Tulips in Spring,Summer Love,Dater's Handbook,Love Finds You in Valentine,"Signed, Sealed, Delivered: The Impossible Dream","Signed, Sealed, Delivered: From the Heart",Lead with Your Heart
tt5950094,Summer Love,Autumn in the Vineyard,Tulips in Spring,"Signed, Sealed, Delivered: From the Heart",Valentine Ever After,The Wedding March,Dater's Handbook
tt5265662,Christmas Land,I'm Not Ready for Christmas,You Cast A Spell On Me,The Mistletoe Promise,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron
tt5734214,Summer in the City,Manhattan Romance,Woo,Turk 182!,Arthur,Wolves,"New York, I Love You"
tt5105666,Cup of Love,Wrecker,The Cheerleader Murders,The Spirit of Christmas,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron
tt4827290,Lea to the Rescue,Love the Coopers,Joe's Violin,A Girl Like Her,Go for It!,I'll Be Home for Christmas,A Brave Heart: The Lizzie Velasquez Story
tt5334108,Advance & Retreat,The Exorcism of Molly Hartley,Pumpkin Pie Wars,House Of 9,I Spit on Your Grave,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End
tt5739680,A December Bride,The Mistletoe Promise,All Things Valentine,Four Christmases,Red Nose Day Actually,Date with Love,Ms. Matched
tt4943236,Girlfriends of Christmas Past,Accidental Love,Griff the Invisible,A December Bride,Four Christmases,Red Nose Day Actually,Overnight Delivery
tt6132948,A Nutcracker Christmas,Save the Last Dance,Just in Time for Christmas,Once Upon A Holiday,Tulips in Spring,The Company,The Spirit of Christmas
tt5921218,The Mistletoe Promise,A December Bride,Accidentally Engaged,Unleashing Mr. Darcy,The Convenient Groom,Dater's Handbook,How to Fall in Love
tt6349282,Sleigh Bells Ring,Valentine Ever After,The Wedding March,Dater's Handbook,A Wish for Christmas,'Tis the Season for Love,Unleashing Mr. Darcy
tt5577742,Clinical,Corky Romano,The Diabolical,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns
tt1774591,Teenage Cocktail,She's So Lovely,Kill Your Darlings,A Royal Night Out,Forever,You Get Me,"Have Dreams, Will Travel"
tt1411956,Sold,Lion,Heaven is for Real,The Lady in the Van,I Am Jane Doe,Beasts of No Nation,Auto Focus
tt5333842,Legends of the Hidden Temple,Horton Hears a Who!,Curious George,Scooby-Doo! Moon Monster Madness,Oddball,"Yours, Mine & Ours",The Water Horse
tt2538222,You're Killing Me Susana,The Cold Light of Day,Mammoth,Desierto,Desierto,Zoom,Pirates of the Caribbean: On Stranger Tides
tt6090102,Jim Gaffigan: Cinco,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4604496,Men Go to Battle,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4971824,Very Big Shot,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt3297382,The Crash,The Usual Suspects,The Accountant,Payback,Pawn,Contraband,Beyond a Reasonable Doubt
tt3557406,Don't Grow Up,Extinction,Alienate,Dreamcatcher,Virus X,Dead Heat,They Nest
tt5017060,Maigret's Dead Man,Maigret Sets a Trap,Maigrets Night at the Crossroads,City By The Sea,Consenting Adults,Death Valley,The Two Jakes
tt2278870,ISRA 88,Narcopolis,Synchronicity,Somnus,Replicant,Ticking Clock,Eyeborgs
tt3190158,Passage to Mars,Stasis,Star Trek Beyond,Anacondas: The Hunt for the Blood Orchid,After Earth,Max Steel,Six-String Samurai
tt4536768,Science Fiction Volume One: The Osiris Child,SpaceCamp,Dante 01,Journey to Space,Approaching the Unknown,Gravity,Alien
tt5462602,The Big Sick,The Perfect Game,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),"Yours, Mine & Ours",This Christmas,My Family,Funny People
tt5962210,Ingrid Goes West,The Matriarch,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Mr. Morgan's Last Love,All the Wrong Reasons,Walter
tt5710514,I Don't Feel at Home in This World Anymore,Kill Me Three Times,The Matriarch,Life During Wartime,Beatriz at Dinner,The Cable Guy,Better Living Through Chemistry
tt6087230,The Case of: JonBenét Ramsey,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5914350,The Rolling Stones Olé Olé Olé! : A Trip Across Latin America,The Ties That Bind,The Ecstasy of Wilko Johnson,The Ritchie Blackmore Story,Pentatonix: On My Way Home,Keith Richards: Under the Influence,The Beatles: Eight Days a Week - The Touring Years
tt2990126,100 Streets,Mindhorn,Chasing Great,The Hours,All Things To All Men,The Jinx: The Life and Deaths of Robert Durst,Collateral
tt5792472,Take the 10,Saving Grace,Traffic,Trainspotting,Open Road,Hustle & Flow,Clockers
tt5325452,Boo! A Madea Halloween,Why Did I Get Married Too?,Why Did I Get Married?,The Remains,Spirit Trap,Madea's Family Reunion,Mostly Ghostly 3: One Night in Doom House
tt5437148,Spring Broke,Piranha 3D,Days of Thunder,Spring Breakers,Tinker Bell,Sun Choke,Winning: The Racing Life of Paul Newman
tt2494376,Justice League Dark,Teen Titans: The Judas Contract,Justice League: The New Frontier,Justice League: Throne of Atlantis,Justice League vs. Teen Titans,Justice League,Superman: Doomsday
tt5329376,Beware the Slenderman,Last Day of Freedom,The Keepers,My Friend Rockefeller,Prophet's Prey,Cleveland Abduction,Most Likely to Succeed
tt3877344,Dangerous Company,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt1753786,Mercury Plains,10.5,3 Days to Kill,Extreme Ops,The Karate Kid,Undisputed,Next of Kin
tt2654522,I Remember You,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5979406,American Summer,Road Hard,Are We There Yet?,King of the Belgians,Middle Man,The Adventures of Rocky & Bullwinkle,Rat Race
tt5664502,The River Thief,Ticker,The Saint,Transporter 3,Surviving the Game,Linewatch,Absolution
tt4412528,Two Lovers and a Bear,Kill Your Darlings,"Have Dreams, Will Travel",Boys Don't Cry,Inferno,I Love You Phillip Morris,The Work and the Glory
tt2081374,Better Off Single,Turk 182!,Wolves,Appropriate Behavior,Home Alone 2: Lost in New York,Norm of the North,Norm of the North
tt5294198,Catfight,The Matriarch,Blood and Bone,Assassination Games,Dragon Eyes,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters)
tt4444438,As You Are,The Schoolboy,The Ghost and the Whale,The Livingston Gardener,The Enfield Haunting,Irrational Man,An Act of War
tt5271442,Maalik,No Holds Barred,Southpaw,The Perfect Weapon,Jet Pilot,Battle in Seattle,The Reunion
tt4363250,Lost in the Pacific,Alive,Clockstoppers,Clockstoppers,Clockstoppers,Clockstoppers,Clockstoppers
tt4834220,Pork Pie,Blue Streak,Code Name: The Cleaner,Drive Hard,Corky Romano,Concrete Blondes,Once a Gangster
tt6184894,Bill Burr: Walk Your Way Out,Sarah Colonna: I Can't Feel My Legs,Jimmy Dore: Sentenced To Live,Tig Notaro: Boyish Girl Interrupted,Ali Wong: Baby Cobra,The Swap,Pirates of the Caribbean: On Stranger Tides
tt5095510,Stick Man,James and the Giant Peach,The Princess and the Frog,The Fox and the Hound,Shrek the Halls,The Smurfs 2,Like Dandelion Dust
tt4241824,Abbey Grace,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt3322892,XX,Southbound,ABCs of Death 2.5,Two Evil Eyes,Hood of Horror,Creepshow 2,Joe's Violin
tt5517370,Ghostland: The View of the Ju'Hoansi,Dumb and Dumber To,Stake Land II: The Stakelander,The Wizard,Son of Rambow,Rat Race,On the Road
tt3828858,Lost & Found,The Adventures of Tintin,National Treasure,King Solomon's Mines,Arthur and the Invisibles,Swallows and Amazons,Lara Croft: Tomb Raider
tt6176078,The Master: A Lego Ninjago Short,Revengeance,Prologue,Happy End,Rush Hour 3,Rush Hour 2,The SpongeBob Movie: Sponge Out of Water
tt3622110,Don't Knock Twice,The House on Pine Street,Drop Dead Gorgeous,Mother and Child,Under the Shadow,Terms of Endearment,House at the End of the Street
tt3893280,The Ticket,Boyhood,Trespass,Cold Mountain,Don't Breathe,The Hours,The Other Woman
tt5599918,Pearl,Riley's First Date?,Meet Me in Venice,Ivanka Trump- America's Real First Lady?,I'll Do Anything,The Croods,Wild at Heart
tt5559726,Blind Vaysha,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4680980,Lavender,The Reconstruction of William Zero,Insidious: Chapter 3,Eyes of Laura Mars,The Ghost and the Whale,The Vow,The Glass House
tt4372390,Detour,Boys and Girls,The Firm,Good Kids,Erin Brockovich,The Reader,Porky's 3: Revenge
tt4242100,My Father Die,No Holds Barred,Southpaw,The Perfect Weapon,Jet Pilot,Battle in Seattle,The Reunion
tt1330018,The Book of Love,Permission,Just Like Heaven,Town & Country,Hall Pass,Kon-Tiki,Spacehunter: Adventures in the Forbidden Zone
tt4011010,Red Billabong,Direct Contact,Killer Elite,Game of Death,Driven To Kill,Ticker,A Dangerous Man
tt2672052,Onus,The Ghost and the Whale,Dreamkiller,Interruption,The Life Before Her Eyes,Beautiful,Complete Unknown
tt2918606,The Hollow Point,Zipper,Redline,Paparazzi,Seeking Justice,Run,Silent Trigger
tt2263210,Convenience,Honky Tonk Freeway,Mr. Right,Man of the House,Keeping Up with the Joneses,True Memoirs of an International Assassin,Canadian Bacon
tt3611112,A Sunday Kind of Love,A Star Is Born,Winter's Tale,Upside Down,Mr. Nobody,Quest for Camelot,The Work and the Glory
tt6408738,Trumped: Inside the Greatest Political Upset of All Time,The Ides of March,The Making of Trump,Milk,Triumph’s Election Special 2016,Bulworth,At Risk
tt4490824,Lift me up,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt2122355,Hickey,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt6438918,Neal Brennan: 3 Mics,"The Goods: Live Hard, Sell Hard",Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt4027504,Lazy Eye,The Matriarch,Love's Complicated,Solitary Man,Double Wedding,Sex and the City 2,Life or Something Like It
tt6343706,"Michael Bolton's Big, Sexy Valentine's Day Special",Bo Burnham: Make Happy,In the Good Old Summertime,Jeff Dunham: Unhinged in Hollywood,Popstar: Never Stop Never Stopping,The Overnight,Industrial Soundtrack for the Urban Decay
tt3900796,Temps,The Golden Boys,Two Can Play That Game,With This Ring,A Cinderella Christmas,My Big Fat Greek Wedding 2,The Ugly Truth
tt3707104,Mine,Edge of Winter,House at the End of the Street,Sanjay's Super Team,Jeepers Creepers 2,A Family Man,Dusk
tt6020172,Third Guest,The Cosmonaut,The Phoenix Project,Zero,Zero,Radio Free Albemuth,Errors of the Human Body
tt3809276,Lost in Florence,I Dreamed of Africa,Hawaii,Shadowheart,"The Tulse Luper Suitcases, Part 1: The Moab Story",The Work and the Glory,The Heart of Me
tt3717316,Hunter Gatherer,Dark Summer,Down and Out in Beverly Hills,Bathing Beauty,12 Feet Deep,Ouija,xXx: Return of Xander Cage
tt6282412,Come Together,This Christmas,Four Christmases,Christmas with the Kranks,A Nanny for Christmas,The Santa Clause,The Matriarch
tt3456206,The Frontier,The International,Blood Ties,Term Life,Zulu,The Son of No One,Animal Kingdom
tt2818252,Couple in a Hole,The Ghost and the Whale,A Job to Kill For,Before and After,Obsessed,Hideaway,The Perfect Guy
tt3583688,Tashi and the Monk,Samsara,Blackout,Lemony Snicket's A Series of Unfortunate Events,Kundun,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story
tt4227204,Uncle Kent 2,Always Shine,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt4818804,King of the Belgians,Burn Burn Burn,Seeking a Friend for the End of the World,Mr. Morgan's Last Love,The Matriarch,All the Wrong Reasons,Walter
tt5134870,The Happy Film,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4924624,Innsaei,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5224766,To Stay Alive - A Method,The Ties That Bind,The Ecstasy of Wilko Johnson,The Ritchie Blackmore Story,Pentatonix: On My Way Home,The Beatles: Eight Days a Week - The Touring Years,Kansas: Miracles Out Of Nowhere
tt5507860,Floyd Norman: An Animated Life,Saving Mr. Banks,Looney Tunes: Back in Action,Manoman,78/52,Metropia,VHS Massacre: Cult Films and the Decline of Physical Media
tt3889450,American Sharia,The Matriarch,Buddies,The Siege,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Harlem Nights,Malcolm X
tt4627352,Shepherds and Butchers,Heaven is for Real,The Lady in the Van,Beasts of No Nation,The Sound And The Fury,Fallen,A United Kingdom
